Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
Queensland,tonnes,Oats,1993,9700,hectares,14800
South Australia,tonnes,Oats,1993,164500,hectares,122900
Western Australia,tonnes,Oats,1993,577900,hectares,331600
Tasmania,tonnes,Oats,1993,19000,hectares,9200
Northern Territory,tonnes,Oats,1993,0,hectares,0
Australian Capital Territory,tonnes,Oats,1993,200,hectares,100
New South Wales,tonnes,Wheat,1993,3582700,hectares,1694000
Victoria,tonnes,Wheat,1993,2015100,hectares,821200
Queensland,tonnes,Wheat,1993,735200,hectares,669200
South Australia,tonnes,Wheat,1993,2421200,hectares,1419500
Western Australia,tonnes,Wheat,1993,5978900,hectares,3669300
Tasmania,tonnes,Wheat,1993,5500,hectares,1500
Northern Territory,tonnes,Wheat,1993,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1993,100,hectares,0
New South Wales,tonnes,Potatoes,1993,137400,hectares,6500
Victoria,tonnes,Potatoes,1993,309200,hectares,12000
Queensland,tonnes,Potatoes,1993,125200,hectares,5300
South Australia,tonnes,Potatoes,1993,179300,hectares,6300
Western Australia,tonnes,Potatoes,1993,108200,hectares,2600
Tasmania,tonnes,Potatoes,1993,269900,hectares,6100
Northern Territory,tonnes,Potatoes,1993,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1993,0,hectares,0
New South Wales,tonnes,Barley,1994,1357000,hectares,623000
Victoria,tonnes,Barley,1994,1386200,hectares,639500
Queensland,tonnes,Barley,1994,260500,hectares,232200
South Australia,tonnes,Barley,1994,2242400,hectares,1115300
Western Australia,tonnes,Barley,1994,1381400,hectares,799300
Tasmania,tonnes,Barley,1994,40800,hectares,15200
Northern Territory,tonnes,Barley,1994,0,hectares,0
Australian Capital Territory,tonnes,Barley,1994,0,hectares,0
New South Wales,tonnes,Maize,1994,100000,hectares,14200
Victoria,tonnes,Maize,1994,1700,hectares,200
Queensland,tonnes,Maize,1994,87100,hectares,27600
South Australia,tonnes,Maize,1994,0,hectares,0
Western Australia,tonnes,Maize,1994,14600,hectares,1600
Tasmania,tonnes,Maize,1994,0,hectares,0
Northern Territory,tonnes,Maize,1994,700,hectares,100
Australian Capital Territory,tonnes,Maize,1994,0,hectares,0
New South Wales,tonnes,Oats,1994,617800,hectares,369000
Victoria,tonnes,Oats,1994,362000,hectares,185800
Queensland,tonnes,Oats,1994,7800,hectares,15900
South Australia,tonnes,Oats,1994,135100,hectares,101500
Western Australia,tonnes,Oats,1994,511100,hectares,268500
Tasmania,tonnes,Oats,1994,12700,hectares,6700
Northern Territory,tonnes,Oats,1994,0,hectares,0
Australian Capital Territory,tonnes,Oats,1994,100,hectares,0
New South Wales,tonnes,Wheat,1994,5086100,hectares,1977700
Victoria,tonnes,Wheat,1994,2021900,hectares,779900
Queensland,tonnes,Wheat,1994,555400,hectares,555500
South Australia,tonnes,Wheat,1994,2121100,hectares,1216000
Western Australia,tonnes,Wheat,1994,6689300,hectares,3852400
Tasmania,tonnes,Wheat,1994,5300,hectares,1600
Northern Territory,tonnes,Wheat,1994,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1994,100,hectares,0
New South Wales,tonnes,Potatoes,1994,138700,hectares,6600
Victoria,tonnes,Potatoes,1994,322100,hectares,12000
Queensland,tonnes,Potatoes,1994,118000,hectares,5000
South Australia,tonnes,Potatoes,1994,202600,hectares,7100
Western Australia,tonnes,Potatoes,1994,111800,hectares,2700
Tasmania,tonnes,Potatoes,1994,291400,hectares,6900
Northern Territory,tonnes,Potatoes,1994,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1994,0,hectares,0
New South Wales,tonnes,Barley,1995,291500,hectares,409800
Victoria,tonnes,Barley,1995,448100,hectares,492300
Queensland,tonnes,Barley,1995,72800,hectares,93500
South Australia,tonnes,Barley,1995,1158700,hectares,881900
Western Australia,tonnes,Barley,1995,914900,hectares,579100
Tasmania,tonnes,Barley,1995,27100,hectares,14000
Northern Territory,tonnes,Barley,1995,0,hectares,0
Australian Capital Territory,tonnes,Barley,1995,0,hectares,0
New South Wales,tonnes,Maize,1995,145300,hectares,20500
Victoria,tonnes,Maize,1995,5100,hectares,700
Queensland,tonnes,Maize,1995,79900,hectares,27200
South Australia,tonnes,Maize,1995,0,hectares,0
Western Australia,tonnes,Maize,1995,11400,hectares,1600
Tasmania,tonnes,Maize,1995,0,hectares,0
Northern Territory,tonnes,Maize,1995,600,hectares,200
Australian Capital Territory,tonnes,Maize,1995,0,hectares,0
New South Wales,tonnes,Oats,1995,197300,hectares,375500
Victoria,tonnes,Oats,1995,200600,hectares,147700
Queensland,tonnes,Oats,1995,3200,hectares,13700
South Australia,tonnes,Oats,1995,87000,hectares,94900
Western Australia,tonnes,Oats,1995,424800,hectares,256500
Tasmania,tonnes,Oats,1995,11300,hectares,8300
Northern Territory,tonnes,Oats,1995,0,hectares,0
Australian Capital Territory,tonnes,Oats,1995,0,hectares,100
New South Wales,tonnes,Wheat,1995,874600,hectares,1423800
Victoria,tonnes,Wheat,1995,933600,hectares,821800
Queensland,tonnes,Wheat,1995,225100,hectares,400700
South Australia,tonnes,Wheat,1995,1487400,hectares,1394700
Western Australia,tonnes,Wheat,1995,5437900,hectares,3848300
Tasmania,tonnes,Wheat,1995,2800,hectares,1300
Northern Territory,tonnes,Wheat,1995,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1995,0,hectares,0
New South Wales,tonnes,Potatoes,1995,126800,hectares,6300
Victoria,tonnes,Potatoes,1995,279900,hectares,10100
Queensland,tonnes,Potatoes,1995,109000,hectares,4800
South Australia,tonnes,Potatoes,1995,247400,hectares,7800
Western Australia,tonnes,Potatoes,1995,103600,hectares,2600
Tasmania,tonnes,Potatoes,1995,255700,hectares,6100
Northern Territory,tonnes,Potatoes,1995,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1995,0,hectares,0
New South Wales,tonnes,Barley,1996,1073600,hectares,593200
Victoria,tonnes,Barley,1996,1341700,hectares,627500
Queensland,tonnes,Barley,1996,195000,hectares,167800
South Australia,tonnes,Barley,1996,1851100,hectares,963500
Western Australia,tonnes,Barley,1996,1322800,hectares,744500
Tasmania,tonnes,Barley,1996,38500,hectares,14000
Northern Territory,tonnes,Barley,1996,0,hectares,0
Australian Capital Territory,tonnes,Barley,1996,0,hectares,0
New South Wales,tonnes,Maize,1996,190000,hectares,23600
Victoria,tonnes,Maize,1996,6800,hectares,1100
Queensland,tonnes,Maize,1996,113600,hectares,31000
South Australia,tonnes,Maize,1996,0,hectares,0
Western Australia,tonnes,Maize,1996,500,hectares,500
Tasmania,tonnes,Maize,1996,0,hectares,0
Northern Territory,tonnes,Maize,1996,200,hectares,100
Australian Capital Territory,tonnes,Maize,1996,0,hectares,0
New South Wales,tonnes,Oats,1996,711200,hectares,505100
Victoria,tonnes,Oats,1996,391700,hectares,187000
Queensland,tonnes,Oats,1996,6900,hectares,14100
South Australia,tonnes,Oats,1996,161900,hectares,119600
Western Australia,tonnes,Oats,1996,584800,hectares,300400
Tasmania,tonnes,Oats,1996,18400,hectares,10100
Northern Territory,tonnes,Oats,1996,0,hectares,0
Australian Capital Territory,tonnes,Oats,1996,100,hectares,100
New South Wales,tonnes,Wheat,1996,4508400,hectares,2328300
Victoria,tonnes,Wheat,1996,1921200,hectares,853400
Queensland,tonnes,Wheat,1996,519500,hectares,626500
South Australia,tonnes,Wheat,1996,2724000,hectares,1519100
Western Australia,tonnes,Wheat,1996,6826700,hectares,3892400
Tasmania,tonnes,Wheat,1996,4100,hectares,1100
Northern Territory,tonnes,Wheat,1996,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1996,0,hectares,0
New South Wales,tonnes,Potatoes,1996,162500,hectares,7200
Victoria,tonnes,Potatoes,1996,335600,hectares,11500
Queensland,tonnes,Potatoes,1996,103800,hectares,4700
South Australia,tonnes,Potatoes,1996,282600,hectares,8100
Western Australia,tonnes,Potatoes,1996,121500,hectares,2800
Tasmania,tonnes,Potatoes,1996,302000,hectares,7600
Northern Territory,tonnes,Potatoes,1996,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1996,0,hectares,0
New South Wales,tonnes,Barley,1997,1483000,hectares,668200
Victoria,tonnes,Barley,1997,1189400,hectares,584700
Queensland,tonnes,Barley,1997,428600,hectares,180200
South Australia,tonnes,Barley,1997,1923200,hectares,1008900
Western Australia,tonnes,Barley,1997,1635300,hectares,909300
Tasmania,tonnes,Barley,1997,35200,hectares,14500
Northern Territory,tonnes,Barley,1997,1300,hectares,600
Australian Capital Territory,tonnes,Barley,1997,0,hectares,0
New South Wales,tonnes,Maize,1997,255900,hectares,30700
Victoria,tonnes,Maize,1997,6500,hectares,1000
Queensland,tonnes,Maize,1997,129900,hectares,34200
South Australia,tonnes,Maize,1997,0,hectares,0
Western Australia,tonnes,Maize,1997,5100,hectares,600
Tasmania,tonnes,Maize,1997,0,hectares,0
Northern Territory,tonnes,Maize,1997,200,hectares,100
Australian Capital Territory,tonnes,Maize,1997,0,hectares,0
New South Wales,tonnes,Oats,1997,607200,hectares,392700
Victoria,tonnes,Oats,1997,304000,hectares,174600
Queensland,tonnes,Oats,1997,25700,hectares,39400
South Australia,tonnes,Oats,1997,155800,hectares,120600
Western Australia,tonnes,Oats,1997,546100,hectares,316300
Tasmania,tonnes,Oats,1997,14000,hectares,8100
Northern Territory,tonnes,Oats,1997,0,hectares,0
Australian Capital Territory,tonnes,Oats,1997,100,hectares,100
New South Wales,tonnes,Wheat,1997,8363400,hectares,3192000
Victoria,tonnes,Wheat,1997,2262300,hectares,962600
Queensland,tonnes,Wheat,1997,1979500,hectares,979700
South Australia,tonnes,Wheat,1997,2794900,hectares,1534900
Western Australia,tonnes,Wheat,1997,7516000,hectares,4263700
Tasmania,tonnes,Wheat,1997,7500,hectares,1900
Northern Territory,tonnes,Wheat,1997,600,hectares,700
Australian Capital Territory,tonnes,Wheat,1997,0,hectares,0
New South Wales,tonnes,Potatoes,1997,136200,hectares,6000
Victoria,tonnes,Potatoes,1997,315700,hectares,11400
Queensland,tonnes,Potatoes,1997,115400,hectares,4700
South Australia,tonnes,Potatoes,1997,285300,hectares,8600
Western Australia,tonnes,Potatoes,1997,116000,hectares,3000
Tasmania,tonnes,Potatoes,1997,317400,hectares,7400
Northern Territory,tonnes,Potatoes,1997,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1997,0,hectares,0
New South Wales,tonnes,Barley,1998,1364700,hectares,701100
Victoria,tonnes,Barley,1998,928300,hectares,618100
Queensland,tonnes,Barley,1998,204500,hectares,135300
South Australia,tonnes,Barley,1998,2027100,hectares,1017300
Western Australia,tonnes,Barley,1998,1926300,hectares,1036000
Tasmania,tonnes,Barley,1998,30900,hectares,13200
Northern Territory,tonnes,Barley,1998,0,hectares,0
Australian Capital Territory,tonnes,Barley,1998,0,hectares,0
New South Wales,tonnes,Maize,1998,161200,hectares,22400
Victoria,tonnes,Maize,1998,10200,hectares,900
Queensland,tonnes,Maize,1998,96900,hectares,33600
South Australia,tonnes,Maize,1998,0,hectares,0
Western Australia,tonnes,Maize,1998,3100,hectares,400
Tasmania,tonnes,Maize,1998,0,hectares,0
Northern Territory,tonnes,Maize,1998,300,hectares,100
Australian Capital Territory,tonnes,Maize,1998,0,hectares,0
New South Wales,tonnes,Oats,1998,488200,hectares,324900
Victoria,tonnes,Oats,1998,369100,hectares,172300
Queensland,tonnes,Oats,1998,13000,hectares,16000
South Australia,tonnes,Oats,1998,153000,hectares,110500
Western Australia,tonnes,Oats,1998,596100,hectares,304900
Tasmania,tonnes,Oats,1998,14900,hectares,8000
Northern Territory,tonnes,Oats,1998,0,hectares,0
Australian Capital Territory,tonnes,Oats,1998,100,hectares,100
New South Wales,tonnes,Wheat,1998,5906400,hectares,2936200
Victoria,tonnes,Wheat,1998,1502800,hectares,856800
Queensland,tonnes,Wheat,1998,1392100,hectares,1001400
South Australia,tonnes,Wheat,1998,2689200,hectares,1438500
Western Australia,tonnes,Wheat,1998,7724500,hectares,4204900
Tasmania,tonnes,Wheat,1998,11700,hectares,2800
Northern Territory,tonnes,Wheat,1998,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1998,0,hectares,0
New South Wales,tonnes,Potatoes,1998,146500,hectares,6800
Victoria,tonnes,Potatoes,1998,295100,hectares,10300
Queensland,tonnes,Potatoes,1998,121600,hectares,5100
South Australia,tonnes,Potatoes,1998,306600,hectares,8800
Western Australia,tonnes,Potatoes,1998,128200,hectares,3200
Tasmania,tonnes,Potatoes,1998,373600,hectares,8300
Northern Territory,tonnes,Potatoes,1998,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1998,0,hectares,0
New South Wales,tonnes,Barley,1999,1247400,hectares,638000
Victoria,tonnes,Barley,1999,869800,hectares,568100
Queensland,tonnes,Barley,1999,320400,hectares,163300
South Australia,tonnes,Barley,1999,2051000,hectares,975300
Western Australia,tonnes,Barley,1999,1468600,hectares,811400
Tasmania,tonnes,Barley,1999,30000,hectares,11200
Northern Territory,tonnes,Barley,1999,0,hectares,0
Australian Capital Territory,tonnes,Barley,1999,0,hectares,0
New South Wales,tonnes,Maize,1999,186200,hectares,26500
Victoria,tonnes,Maize,1999,2500,hectares,500
Queensland,tonnes,Maize,1999,144900,hectares,36700
South Australia,tonnes,Maize,1999,0,hectares,0
Western Australia,tonnes,Maize,1999,3600,hectares,500
Tasmania,tonnes,Maize,1999,100,hectares,0
Northern Territory,tonnes,Maize,1999,700,hectares,200
Australian Capital Territory,tonnes,Maize,1999,0,hectares,0
New South Wales,tonnes,Oats,1999,669100,hectares,354000
Victoria,tonnes,Oats,1999,458000,hectares,188000
Queensland,tonnes,Oats,1999,15300,hectares,18100
South Australia,tonnes,Oats,1999,178100,hectares,112400
Western Australia,tonnes,Oats,1999,463400,hectares,228400
Tasmania,tonnes,Oats,1999,14400,hectares,8000
Northern Territory,tonnes,Oats,1999,0,hectares,0
Australian Capital Territory,tonnes,Oats,1999,100,hectares,100
New South Wales,tonnes,Wheat,1999,6563300,hectares,3173800
Victoria,tonnes,Wheat,1999,1462300,hectares,948600
Queensland,tonnes,Wheat,1999,1941200,hectares,1138800
South Australia,tonnes,Wheat,1999,3310400,hectares,1762100
Western Australia,tonnes,Wheat,1999,8170100,hectares,4515300
Tasmania,tonnes,Wheat,1999,17500,hectares,4000
Northern Territory,tonnes,Wheat,1999,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1999,0,hectares,0
New South Wales,tonnes,Potatoes,1999,162100,hectares,6900
Victoria,tonnes,Potatoes,1999,319200,hectares,10500
Queensland,tonnes,Potatoes,1999,108100,hectares,4800
South Australia,tonnes,Potatoes,1999,301000,hectares,8800
Western Australia,tonnes,Potatoes,1999,108900,hectares,2700
Tasmania,tonnes,Potatoes,1999,327500,hectares,7600
Northern Territory,tonnes,Potatoes,1999,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1999,0,hectares,0
New South Wales,tonnes,Barley,2000,1040300,hectares,475900
Victoria,tonnes,Barley,2000,1189300,hectares,585300
Queensland,tonnes,Barley,2000,253800,hectares,129900
South Australia,tonnes,Barley,2000,1409200,hectares,845300
Western Australia,tonnes,Barley,2000,1117300,hectares,550100
Tasmania,tonnes,Barley,2000,22200,hectares,9100
Northern Territory,tonnes,Barley,2000,0,hectares,0
Australian Capital Territory,tonnes,Barley,2000,0,hectares,0
New South Wales,tonnes,Maize,2000,177800,hectares,22100
Victoria,tonnes,Maize,2000,4000,hectares,700
Queensland,tonnes,Maize,2000,223600,hectares,59400
South Australia,tonnes,Maize,2000,0,hectares,0
Western Australia,tonnes,Maize,2000,400,hectares,0
Tasmania,tonnes,Maize,2000,0,hectares,0
Northern Territory,tonnes,Maize,2000,200,hectares,100
Australian Capital Territory,tonnes,Maize,2000,0,hectares,0
New South Wales,tonnes,Oats,2000,283700,hectares,159700
Victoria,tonnes,Oats,2000,296300,hectares,138300
Queensland,tonnes,Oats,2000,11800,hectares,10000
South Australia,tonnes,Oats,2000,77500,hectares,69900
Western Australia,tonnes,Oats,2000,438700,hectares,199400
Tasmania,tonnes,Oats,2000,9700,hectares,6300
Northern Territory,tonnes,Oats,2000,0,hectares,0
Australian Capital Territory,tonnes,Oats,2000,100,hectares,0
New South Wales,tonnes,Wheat,2000,8601900,hectares,3424500
Victoria,tonnes,Wheat,2000,2642100,hectares,1234600
Queensland,tonnes,Wheat,2000,1904000,hectares,1096000
South Australia,tonnes,Wheat,2000,2585500,hectares,1850000
Western Australia,tonnes,Wheat,2000,9004100,hectares,4556200
Tasmania,tonnes,Wheat,2000,19800,hectares,6300
Northern Territory,tonnes,Wheat,2000,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2000,0,hectares,0
New South Wales,tonnes,Potatoes,2000,156400,hectares,6300
Victoria,tonnes,Potatoes,2000,294700,hectares,9600
Queensland,tonnes,Potatoes,2000,118800,hectares,5200
South Australia,tonnes,Potatoes,2000,280600,hectares,8000
Western Australia,tonnes,Potatoes,2000,82100,hectares,2100
Tasmania,tonnes,Potatoes,2000,267200,hectares,5700
Northern Territory,tonnes,Potatoes,2000,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2000,0,hectares,0
New South Wales,tonnes,Barley,2001,1253300,hectares,615400
Victoria,tonnes,Barley,2001,1670500,hectares,693200
Queensland,tonnes,Barley,2001,115000,hectares,111900
South Australia,tonnes,Barley,2001,2320300,hectares,1040900
Western Australia,tonnes,Barley,2001,1358400,hectares,982900
Tasmania,tonnes,Barley,2001,26000,hectares,9700
Northern Territory,tonnes,Barley,2001,0,hectares,0
Australian Capital Territory,tonnes,Barley,2001,0,hectares,0
New South Wales,tonnes,Maize,2001,177600,hectares,26400
Victoria,tonnes,Maize,2001,7600,hectares,800
Queensland,tonnes,Maize,2001,159100,hectares,46600
South Australia,tonnes,Maize,2001,0,hectares,0
Western Australia,tonnes,Maize,2001,300,hectares,300
Tasmania,tonnes,Maize,2001,0,hectares,0
Northern Territory,tonnes,Maize,2001,400,hectares,100
Australian Capital Territory,tonnes,Maize,2001,0,hectares,0
New South Wales,tonnes,Oats,2001,245700,hectares,167900
Victoria,tonnes,Oats,2001,351400,hectares,139900
Queensland,tonnes,Oats,2001,5900,hectares,12800
South Australia,tonnes,Oats,2001,117200,hectares,75000
Western Australia,tonnes,Oats,2001,317000,hectares,248300
Tasmania,tonnes,Oats,2001,12600,hectares,6600
Northern Territory,tonnes,Oats,2001,0,hectares,0
Australian Capital Territory,tonnes,Oats,2001,100,hectares,100
New South Wales,tonnes,Wheat,2001,7867300,hectares,3670800
Victoria,tonnes,Wheat,2001,3079700,hectares,1142600
Queensland,tonnes,Wheat,2001,1157000,hectares,884900
South Australia,tonnes,Wheat,2001,4162400,hectares,1975600
Western Australia,tonnes,Wheat,2001,5814400,hectares,4460300
Tasmania,tonnes,Wheat,2001,25600,hectares,6600
Northern Territory,tonnes,Wheat,2001,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2001,1800,hectares,500
New South Wales,tonnes,Potatoes,2001,160100,hectares,6900
Victoria,tonnes,Potatoes,2001,297000,hectares,9600
Queensland,tonnes,Potatoes,2001,115800,hectares,4800
South Australia,tonnes,Potatoes,2001,322700,hectares,9100
Western Australia,tonnes,Potatoes,2001,75500,hectares,1800
Tasmania,tonnes,Potatoes,2001,331000,hectares,7500
Northern Territory,tonnes,Potatoes,2001,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2001,0,hectares,0
New South Wales,tonnes,Barley,2002,1382300,hectares,664700
Victoria,tonnes,Barley,2002,1655700,hectares,700100
Queensland,tonnes,Barley,2002,170700,hectares,96400
South Australia,tonnes,Barley,2002,2781800,hectares,1151200
Western Australia,tonnes,Barley,2002,2262800,hectares,1087500
Tasmania,tonnes,Barley,2002,26400,hectares,7400
Northern Territory,tonnes,Barley,2002,0,hectares,0
Australian Capital Territory,tonnes,Barley,2002,0,hectares,0
New South Wales,tonnes,Maize,2002,245800,hectares,28300
Victoria,tonnes,Maize,2002,9100,hectares,900
Queensland,tonnes,Maize,2002,198400,hectares,53300
South Australia,tonnes,Maize,2002,0,hectares,0
Western Australia,tonnes,Maize,2002,0,hectares,0
Tasmania,tonnes,Maize,2002,0,hectares,0
Northern Territory,tonnes,Maize,2002,600,hectares,100
Australian Capital Territory,tonnes,Maize,2002,0,hectares,0
New South Wales,tonnes,Oats,2002,320400,hectares,230900
Victoria,tonnes,Oats,2002,333900,hectares,142000
Queensland,tonnes,Oats,2002,7500,hectares,10600
South Australia,tonnes,Oats,2002,202900,hectares,108300
Western Australia,tonnes,Oats,2002,556900,hectares,286600
Tasmania,tonnes,Oats,2002,11900,hectares,5600
Northern Territory,tonnes,Oats,2002,0,hectares,0
Australian Capital Territory,tonnes,Oats,2002,100,hectares,100
New South Wales,tonnes,Wheat,2002,8042800,hectares,3446000
Victoria,tonnes,Wheat,2002,2791400,hectares,1136400
Queensland,tonnes,Wheat,2002,901400,hectares,604400
South Australia,tonnes,Wheat,2002,4778500,hectares,1986600
Western Australia,tonnes,Wheat,2002,7759900,hectares,4349900
Tasmania,tonnes,Wheat,2002,25300,hectares,5900
Northern Territory,tonnes,Wheat,2002,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2002,100,hectares,100
New South Wales,tonnes,Potatoes,2002,158500,hectares,6900
Victoria,tonnes,Potatoes,2002,294500,hectares,8700
Queensland,tonnes,Potatoes,2002,117900,hectares,4600
South Australia,tonnes,Potatoes,2002,334700,hectares,8600
Western Australia,tonnes,Potatoes,2002,77300,hectares,1700
Tasmania,tonnes,Potatoes,2002,350100,hectares,7400
Northern Territory,tonnes,Potatoes,2002,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2002,0,hectares,0
New South Wales,tonnes,Barley,2003,428000,hectares,636400
Victoria,tonnes,Barley,2003,478400,hectares,777500
Queensland,tonnes,Barley,2003,148300,hectares,107900
South Australia,tonnes,Barley,2003,1439900,hectares,1193700
Western Australia,tonnes,Barley,2003,1349000,hectares,1140100
Tasmania,tonnes,Barley,2003,21200,hectares,8300
Northern Territory,tonnes,Barley,2003,0,hectares,0
Australian Capital Territory,tonnes,Barley,2003,0,hectares,0
New South Wales,tonnes,Maize,2003,163500,hectares,20500
Victoria,tonnes,Maize,2003,15200,hectares,1400
Queensland,tonnes,Maize,2003,130900,hectares,27600
South Australia,tonnes,Maize,2003,0,hectares,0
Western Australia,tonnes,Maize,2003,400,hectares,0
Tasmania,tonnes,Maize,2003,0,hectares,0
Northern Territory,tonnes,Maize,2003,100,hectares,0
Australian Capital Territory,tonnes,Maize,2003,0,hectares,0
New South Wales,tonnes,Oats,2003,149300,hectares,308300
Victoria,tonnes,Oats,2003,250100,hectares,188100
Queensland,tonnes,Oats,2003,3500,hectares,9400
South Australia,tonnes,Oats,2003,69900,hectares,87900
Western Australia,tonnes,Oats,2003,476700,hectares,313900
Tasmania,tonnes,Oats,2003,7500,hectares,3900
Northern Territory,tonnes,Oats,2003,0,hectares,0
Australian Capital Territory,tonnes,Oats,2003,100,hectares,100
New South Wales,tonnes,Wheat,2003,2494900,hectares,2994800
Victoria,tonnes,Wheat,2003,890200,hectares,1238900
Queensland,tonnes,Wheat,2003,600900,hectares,514400
South Australia,tonnes,Wheat,2003,2071800,hectares,1956500
Western Australia,tonnes,Wheat,2003,4046900,hectares,4457700
Tasmania,tonnes,Wheat,2003,25300,hectares,7400
Northern Territory,tonnes,Wheat,2003,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2003,1800,hectares,600
New South Wales,tonnes,Potatoes,2003,134100,hectares,5300
Victoria,tonnes,Potatoes,2003,270900,hectares,8200
Queensland,tonnes,Potatoes,2003,118600,hectares,4700
South Australia,tonnes,Potatoes,2003,328000,hectares,9300
Western Australia,tonnes,Potatoes,2003,75500,hectares,1800
Tasmania,tonnes,Potatoes,2003,320300,hectares,6500
Northern Territory,tonnes,Potatoes,2003,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2003,0,hectares,0
New South Wales,tonnes,Barley,2004,1955200,hectares,951000
Victoria,tonnes,Barley,2004,2274500,hectares,871600
Queensland,tonnes,Barley,2004,263100,hectares,151200
South Australia,tonnes,Barley,2004,2691100,hectares,1215900
Western Australia,tonnes,Barley,2004,3169900,hectares,1278000
Tasmania,tonnes,Barley,2004,28000,hectares,9300
Northern Territory,tonnes,Barley,2004,0,hectares,0
Australian Capital Territory,tonnes,Barley,2004,0,hectares,0
New South Wales,tonnes,Maize,2004,177500,hectares,21800
Victoria,tonnes,Maize,2004,6600,hectares,600
Queensland,tonnes,Maize,2004,210600,hectares,47700
South Australia,tonnes,Maize,2004,0,hectares,0
Western Australia,tonnes,Maize,2004,300,hectares,100
Tasmania,tonnes,Maize,2004,0,hectares,0
Northern Territory,tonnes,Maize,2004,0,hectares,0
Australian Capital Territory,tonnes,Maize,2004,0,hectares,0
New South Wales,tonnes,Oats,2004,610200,hectares,449200
Victoria,tonnes,Oats,2004,507300,hectares,194300
Queensland,tonnes,Oats,2004,4900,hectares,9100
South Australia,tonnes,Oats,2004,137400,hectares,88700
Western Australia,tonnes,Oats,2004,751500,hectares,343900
Tasmania,tonnes,Oats,2004,6600,hectares,4100
Northern Territory,tonnes,Oats,2004,0,hectares,0
Australian Capital Territory,tonnes,Oats,2004,200,hectares,100
New South Wales,tonnes,Wheat,2004,7288200,hectares,3983400
Victoria,tonnes,Wheat,2004,3145500,hectares,1409200
Queensland,tonnes,Wheat,2004,1109700,hectares,789700
South Australia,tonnes,Wheat,2004,3490400,hectares,1959500
Western Australia,tonnes,Wheat,2004,11070000,hectares,4917000
Tasmania,tonnes,Wheat,2004,26100,hectares,7700
Northern Territory,tonnes,Wheat,2004,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2004,1900,hectares,600
New South Wales,tonnes,Potatoes,2004,119100,hectares,4600
Victoria,tonnes,Potatoes,2004,337900,hectares,9100
Queensland,tonnes,Potatoes,2004,119200,hectares,4800
South Australia,tonnes,Potatoes,2004,330700,hectares,8900
Western Australia,tonnes,Potatoes,2004,75900,hectares,1900
Tasmania,tonnes,Potatoes,2004,327600,hectares,6800
Northern Territory,tonnes,Potatoes,2004,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2004,0,hectares,0
New South Wales,tonnes,Barley,2005,1760700,hectares,1023100
Victoria,tonnes,Barley,2005,1305100,hectares,924300
Queensland,tonnes,Barley,2005,177800,hectares,97200
South Australia,tonnes,Barley,2005,1979200,hectares,1280100
Western Australia,tonnes,Barley,2005,2489200,hectares,1313400
Tasmania,tonnes,Barley,2005,27800,hectares,7600
Northern Territory,tonnes,Barley,2005,0,hectares,0
Australian Capital Territory,tonnes,Barley,2005,0,hectares,0
New South Wales,tonnes,Maize,2005,242100,hectares,25500
Victoria,tonnes,Maize,2005,2200,hectares,1000
Queensland,tonnes,Maize,2005,173500,hectares,45600
South Australia,tonnes,Maize,2005,0,hectares,0
Western Australia,tonnes,Maize,2005,1400,hectares,200
Tasmania,tonnes,Maize,2005,0,hectares,0
Northern Territory,tonnes,Maize,2005,0,hectares,0
Australian Capital Territory,tonnes,Maize,2005,0,hectares,0
New South Wales,tonnes,Oats,2005,429200,hectares,399900
Victoria,tonnes,Oats,2005,284500,hectares,149900
Queensland,tonnes,Oats,2005,9700,hectares,20900
South Australia,tonnes,Oats,2005,89700,hectares,75800
Western Australia,tonnes,Oats,2005,460300,hectares,243000
Tasmania,tonnes,Oats,2005,9100,hectares,4000
Northern Territory,tonnes,Oats,2005,0,hectares,0
Australian Capital Territory,tonnes,Oats,2005,100,hectares,100
New South Wales,tonnes,Wheat,2005,7537400,hectares,4256300
Victoria,tonnes,Wheat,2005,1927100,hectares,1327000
Queensland,tonnes,Wheat,2005,1170400,hectares,711000
