Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
Victoria,tonnes,Barley,1984,758400,hectares,403400
Queensland,tonnes,Barley,1984,541800,hectares,261000
South Australia,tonnes,Barley,1984,1816900,hectares,1103800
Western Australia,tonnes,Barley,1984,797200,hectares,771000
Tasmania,tonnes,Barley,1984,34100,hectares,15100
Northern Territory,tonnes,Barley,1984,0,hectares,0
Australian Capital Territory,tonnes,Barley,1984,0,hectares,0
New South Wales,tonnes,Maize,1984,55600,hectares,11300
Victoria,tonnes,Maize,1984,5000,hectares,900
Queensland,tonnes,Maize,1984,174800,hectares,55100
South Australia,tonnes,Maize,1984,100,hectares,0
Western Australia,tonnes,Maize,1984,1800,hectares,400
Tasmania,tonnes,Maize,1984,0,hectares,0
Northern Territory,tonnes,Maize,1984,900,hectares,800
Australian Capital Territory,tonnes,Maize,1984,0,hectares,0
New South Wales,tonnes,Oats,1984,1120400,hectares,812600
Victoria,tonnes,Oats,1984,494800,hectares,323700
Queensland,tonnes,Oats,1984,19400,hectares,19500
South Australia,tonnes,Oats,1984,180500,hectares,153400
Western Australia,tonnes,Oats,1984,455600,hectares,448200
Tasmania,tonnes,Oats,1984,24700,hectares,14000
Northern Territory,tonnes,Oats,1984,0,hectares,0
Australian Capital Territory,tonnes,Oats,1984,300,hectares,500
New South Wales,tonnes,Wheat,1984,8220800,hectares,3868100
Victoria,tonnes,Wheat,1984,3862500,hectares,1613900
Queensland,tonnes,Wheat,1984,1922400,hectares,1005900
South Australia,tonnes,Wheat,1984,2590300,hectares,1564000
Western Australia,tonnes,Wheat,1984,4188600,hectares,4746200
Tasmania,tonnes,Wheat,1984,2800,hectares,1100
Northern Territory,tonnes,Wheat,1984,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1984,500,hectares,300
New South Wales,tonnes,Potatoes,1984,129600,hectares,6800
Victoria,tonnes,Potatoes,1984,362400,hectares,13500
Queensland,tonnes,Potatoes,1984,124000,hectares,6300
South Australia,tonnes,Potatoes,1984,120700,hectares,4200
Western Australia,tonnes,Potatoes,1984,69600,hectares,2000
Tasmania,tonnes,Potatoes,1984,213100,hectares,5200
Northern Territory,tonnes,Potatoes,1984,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1984,0,hectares,0
New South Wales,tonnes,Barley,1985,915000,hectares,604800
Victoria,tonnes,Barley,1985,637700,hectares,485500
Queensland,tonnes,Barley,1985,704300,hectares,328800
South Australia,tonnes,Barley,1985,1836400,hectares,1121900
Western Australia,tonnes,Barley,1985,1431200,hectares,964700
Tasmania,tonnes,Barley,1985,29700,hectares,12400
Northern Territory,tonnes,Barley,1985,0,hectares,0
Australian Capital Territory,tonnes,Barley,1985,0,hectares,0
New South Wales,tonnes,Maize,1985,74200,hectares,19300
Victoria,tonnes,Maize,1985,6300,hectares,1200
Queensland,tonnes,Maize,1985,206900,hectares,81200
South Australia,tonnes,Maize,1985,400,hectares,100
Western Australia,tonnes,Maize,1985,1500,hectares,200
Tasmania,tonnes,Maize,1985,0,hectares,0
Northern Territory,tonnes,Maize,1985,2200,hectares,1000
Australian Capital Territory,tonnes,Maize,1985,0,hectares,0
New South Wales,tonnes,Oats,1985,401800,hectares,311700
Victoria,tonnes,Oats,1985,343200,hectares,228300
Queensland,tonnes,Oats,1985,14300,hectares,12400
South Australia,tonnes,Oats,1985,132300,hectares,127800
Western Australia,tonnes,Oats,1985,459900,hectares,350600
Tasmania,tonnes,Oats,1985,15900,hectares,9900
Northern Territory,tonnes,Oats,1985,0,hectares,0
Australian Capital Territory,tonnes,Oats,1985,0,hectares,0
New South Wales,tonnes,Wheat,1985,5610200,hectares,3569500
Victoria,tonnes,Wheat,1985,2694300,hectares,1522600
Queensland,tonnes,Wheat,1985,1579100,hectares,921000
South Australia,tonnes,Wheat,1985,1899600,hectares,1377600
Western Australia,tonnes,Wheat,1985,6284200,hectares,4651600
Tasmania,tonnes,Wheat,1985,4400,hectares,2500
Northern Territory,tonnes,Wheat,1985,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1985,100,hectares,100
New South Wales,tonnes,Potatoes,1985,109300,hectares,6600
Victoria,tonnes,Potatoes,1985,379100,hectares,14900
Queensland,tonnes,Potatoes,1985,117200,hectares,6000
South Australia,tonnes,Potatoes,1985,112200,hectares,3600
Western Australia,tonnes,Potatoes,1985,70400,hectares,2000
Tasmania,tonnes,Potatoes,1985,203500,hectares,5200
Northern Territory,tonnes,Potatoes,1985,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1985,0,hectares,0
New South Wales,tonnes,Barley,1986,821400,hectares,546200
Victoria,tonnes,Barley,1986,475800,hectares,388600
Queensland,tonnes,Barley,1986,809900,hectares,342600
South Australia,tonnes,Barley,1986,1709300,hectares,1169100
Western Australia,tonnes,Barley,1986,1024300,hectares,825700
Tasmania,tonnes,Barley,1986,27700,hectares,12200
Northern Territory,tonnes,Barley,1986,0,hectares,0
Australian Capital Territory,tonnes,Barley,1986,0,hectares,0
New South Wales,tonnes,Maize,1986,90100,hectares,18200
Victoria,tonnes,Maize,1986,5000,hectares,1100
Queensland,tonnes,Maize,1986,175800,hectares,63200
South Australia,tonnes,Maize,1986,700,hectares,100
Western Australia,tonnes,Maize,1986,4800,hectares,800
Tasmania,tonnes,Maize,1986,0,hectares,0
Northern Territory,tonnes,Maize,1986,1200,hectares,800
Australian Capital Territory,tonnes,Maize,1986,0,hectares,0
New South Wales,tonnes,Oats,1986,538300,hectares,429100
Victoria,tonnes,Oats,1986,300000,hectares,211500
Queensland,tonnes,Oats,1986,26100,hectares,21300
South Australia,tonnes,Oats,1986,110200,hectares,108500
Western Australia,tonnes,Oats,1986,338200,hectares,287600
Tasmania,tonnes,Oats,1986,16500,hectares,10300
Northern Territory,tonnes,Oats,1986,0,hectares,0
Australian Capital Territory,tonnes,Oats,1986,300,hectares,200
New South Wales,tonnes,Wheat,1986,5915500,hectares,3662600
Victoria,tonnes,Wheat,1986,2342400,hectares,1508100
Queensland,tonnes,Wheat,1986,1691000,hectares,972700
South Australia,tonnes,Wheat,1986,1793100,hectares,1442500
Western Australia,tonnes,Wheat,1986,4316300,hectares,4147700
Tasmania,tonnes,Wheat,1986,4000,hectares,1800
Northern Territory,tonnes,Wheat,1986,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1986,300,hectares,200
New South Wales,tonnes,Potatoes,1986,108600,hectares,5900
Victoria,tonnes,Potatoes,1986,367000,hectares,14200
Queensland,tonnes,Potatoes,1986,113200,hectares,5500
South Australia,tonnes,Potatoes,1986,113000,hectares,3700
Western Australia,tonnes,Potatoes,1986,69300,hectares,1900
Tasmania,tonnes,Potatoes,1986,193500,hectares,4800
Northern Territory,tonnes,Potatoes,1986,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1986,0,hectares,0
New South Wales,tonnes,Barley,1987,613600,hectares,408300
Victoria,tonnes,Barley,1987,443900,hectares,265400
Queensland,tonnes,Barley,1987,275900,hectares,167900
South Australia,tonnes,Barley,1987,1592300,hectares,955400
Western Australia,tonnes,Barley,1987,601400,hectares,468400
Tasmania,tonnes,Barley,1987,20700,hectares,8500
Northern Territory,tonnes,Barley,1987,0,hectares,0
Australian Capital Territory,tonnes,Barley,1987,0,hectares,0
New South Wales,tonnes,Maize,1987,77100,hectares,16200
Victoria,tonnes,Maize,1987,3200,hectares,600
Queensland,tonnes,Maize,1987,118000,hectares,38300
South Australia,tonnes,Maize,1987,500,hectares,100
Western Australia,tonnes,Maize,1987,5800,hectares,1200
Tasmania,tonnes,Maize,1987,0,hectares,0
Northern Territory,tonnes,Maize,1987,1800,hectares,1200
Australian Capital Territory,tonnes,Maize,1987,0,hectares,0
New South Wales,tonnes,Oats,1987,635200,hectares,482300
Victoria,tonnes,Oats,1987,355900,hectares,214800
Queensland,tonnes,Oats,1987,18800,hectares,20300
South Australia,tonnes,Oats,1987,149100,hectares,112600
Western Australia,tonnes,Oats,1987,413600,hectares,302500
Tasmania,tonnes,Oats,1987,11200,hectares,7800
Northern Territory,tonnes,Oats,1987,0,hectares,0
Australian Capital Territory,tonnes,Oats,1987,200,hectares,100
New South Wales,tonnes,Wheat,1987,4855200,hectares,3098800
Victoria,tonnes,Wheat,1987,2794600,hectares,1363600
Queensland,tonnes,Wheat,1987,833100,hectares,794600
South Australia,tonnes,Wheat,1987,2254900,hectares,1616300
Western Australia,tonnes,Wheat,1987,5376800,hectares,4260200
Tasmania,tonnes,Wheat,1987,4700,hectares,1700
Northern Territory,tonnes,Wheat,1987,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1987,0,hectares,0
New South Wales,tonnes,Potatoes,1987,121600,hectares,6200
Victoria,tonnes,Potatoes,1987,364300,hectares,13200
Queensland,tonnes,Potatoes,1987,132700,hectares,6300
South Australia,tonnes,Potatoes,1987,105400,hectares,3400
Western Australia,tonnes,Potatoes,1987,67600,hectares,1800
Tasmania,tonnes,Potatoes,1987,223400,hectares,5700
Northern Territory,tonnes,Potatoes,1987,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1987,0,hectares,0
New South Wales,tonnes,Barley,1988,743900,hectares,464700
Victoria,tonnes,Barley,1988,529500,hectares,366200
Queensland,tonnes,Barley,1988,244200,hectares,169400
South Australia,tonnes,Barley,1988,1260500,hectares,876300
Western Australia,tonnes,Barley,1988,617100,hectares,460800
Tasmania,tonnes,Barley,1988,21500,hectares,8000
Northern Territory,tonnes,Barley,1988,0,hectares,0
Australian Capital Territory,tonnes,Barley,1988,0,hectares,0
New South Wales,tonnes,Maize,1988,72100,hectares,14700
Victoria,tonnes,Maize,1988,5500,hectares,1300
Queensland,tonnes,Maize,1988,124200,hectares,36900
South Australia,tonnes,Maize,1988,400,hectares,100
Western Australia,tonnes,Maize,1988,4800,hectares,700
Tasmania,tonnes,Maize,1988,0,hectares,0
Northern Territory,tonnes,Maize,1988,1200,hectares,1800
Australian Capital Territory,tonnes,Maize,1988,0,hectares,0
New South Wales,tonnes,Oats,1988,707400,hectares,525800
Victoria,tonnes,Oats,1988,325200,hectares,216200
Queensland,tonnes,Oats,1988,13600,hectares,19500
South Australia,tonnes,Oats,1988,134600,hectares,131800
Western Australia,tonnes,Oats,1988,501600,hectares,372600
Tasmania,tonnes,Oats,1988,15600,hectares,9600
Northern Territory,tonnes,Oats,1988,0,hectares,0
Australian Capital Territory,tonnes,Oats,1988,200,hectares,200
New South Wales,tonnes,Wheat,1988,3996900,hectares,2463700
Victoria,tonnes,Wheat,1988,1882400,hectares,1025700
Queensland,tonnes,Wheat,1988,718400,hectares,646100
South Australia,tonnes,Wheat,1988,1803000,hectares,1555600
Western Australia,tonnes,Wheat,1988,3882300,hectares,3312400
Tasmania,tonnes,Wheat,1988,3800,hectares,1200
Northern Territory,tonnes,Wheat,1988,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1988,0,hectares,0
New South Wales,tonnes,Potatoes,1988,119900,hectares,6400
Victoria,tonnes,Potatoes,1988,398200,hectares,14500
Queensland,tonnes,Potatoes,1988,120000,hectares,6600
South Australia,tonnes,Potatoes,1988,122800,hectares,3900
Western Australia,tonnes,Potatoes,1988,72300,hectares,2000
Tasmania,tonnes,Potatoes,1988,248300,hectares,6400
Northern Territory,tonnes,Potatoes,1988,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1988,0,hectares,0
New South Wales,tonnes,Barley,1989,712300,hectares,412700
Victoria,tonnes,Barley,1989,544800,hectares,349600
Queensland,tonnes,Barley,1989,374100,hectares,199900
South Australia,tonnes,Barley,1989,1035900,hectares,836600
Western Australia,tonnes,Barley,1989,552400,hectares,383500
Tasmania,tonnes,Barley,1989,22000,hectares,7800
Northern Territory,tonnes,Barley,1989,0,hectares,0
Australian Capital Territory,tonnes,Barley,1989,0,hectares,0
New South Wales,tonnes,Maize,1989,78300,hectares,13700
Victoria,tonnes,Maize,1989,1400,hectares,300
Queensland,tonnes,Maize,1989,132100,hectares,36500
South Australia,tonnes,Maize,1989,0,hectares,0
Western Australia,tonnes,Maize,1989,4000,hectares,700
Tasmania,tonnes,Maize,1989,0,hectares,0
Northern Territory,tonnes,Maize,1989,800,hectares,700
Australian Capital Territory,tonnes,Maize,1989,0,hectares,0
New South Wales,tonnes,Oats,1989,779600,hectares,548000
Victoria,tonnes,Oats,1989,276100,hectares,188900
Queensland,tonnes,Oats,1989,14500,hectares,17700
South Australia,tonnes,Oats,1989,131400,hectares,155500
Western Australia,tonnes,Oats,1989,618500,hectares,389100
Tasmania,tonnes,Oats,1989,17900,hectares,10200
Northern Territory,tonnes,Oats,1989,0,hectares,0
Australian Capital Territory,tonnes,Oats,1989,100,hectares,0
New South Wales,tonnes,Wheat,1989,4105300,hectares,2309500
Victoria,tonnes,Wheat,1989,1691400,hectares,930900
Queensland,tonnes,Wheat,1989,1550000,hectares,768200
South Australia,tonnes,Wheat,1989,1361100,hectares,1520000
Western Australia,tonnes,Wheat,1989,5225100,hectares,3297400
Tasmania,tonnes,Wheat,1989,2200,hectares,800
Northern Territory,tonnes,Wheat,1989,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1989,0,hectares,0
New South Wales,tonnes,Potatoes,1989,110100,hectares,6300
Victoria,tonnes,Potatoes,1989,368300,hectares,13000
Queensland,tonnes,Potatoes,1989,115100,hectares,6200
South Australia,tonnes,Potatoes,1989,119100,hectares,3900
Western Australia,tonnes,Potatoes,1989,78500,hectares,2200
Tasmania,tonnes,Potatoes,1989,256800,hectares,6000
Northern Territory,tonnes,Potatoes,1989,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1989,0,hectares,0
New South Wales,tonnes,Barley,1990,655600,hectares,412900
Victoria,tonnes,Barley,1990,696000,hectares,388700
Queensland,tonnes,Barley,1990,320700,hectares,179400
South Australia,tonnes,Barley,1990,1724500,hectares,899500
Western Australia,tonnes,Barley,1990,628000,hectares,421400
Tasmania,tonnes,Barley,1990,19300,hectares,8000
Northern Territory,tonnes,Barley,1990,0,hectares,0
Australian Capital Territory,tonnes,Barley,1990,0,hectares,0
New South Wales,tonnes,Maize,1990,97600,hectares,16700
Victoria,tonnes,Maize,1990,1000,hectares,300
Queensland,tonnes,Maize,1990,114600,hectares,34200
South Australia,tonnes,Maize,1990,0,hectares,0
Western Australia,tonnes,Maize,1990,4800,hectares,700
Tasmania,tonnes,Maize,1990,0,hectares,0
Northern Territory,tonnes,Maize,1990,600,hectares,500
Australian Capital Territory,tonnes,Maize,1990,0,hectares,0
New South Wales,tonnes,Oats,1990,503500,hectares,365200
Victoria,tonnes,Oats,1990,330400,hectares,188600
Queensland,tonnes,Oats,1990,14300,hectares,15400
South Australia,tonnes,Oats,1990,249900,hectares,172000
Western Australia,tonnes,Oats,1990,529400,hectares,339900
Tasmania,tonnes,Oats,1990,12800,hectares,7600
Northern Territory,tonnes,Oats,1990,0,hectares,0
Australian Capital Territory,tonnes,Oats,1990,0,hectares,0
New South Wales,tonnes,Wheat,1990,3423300,hectares,2123400
Victoria,tonnes,Wheat,1990,1961400,hectares,952300
Queensland,tonnes,Wheat,1990,1420000,hectares,894300
South Australia,tonnes,Wheat,1990,2607200,hectares,1556600
Western Australia,tonnes,Wheat,1990,4800000,hectares,3476400
Tasmania,tonnes,Wheat,1990,2700,hectares,800
Northern Territory,tonnes,Wheat,1990,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1990,0,hectares,0
New South Wales,tonnes,Potatoes,1990,130100,hectares,6700
Victoria,tonnes,Potatoes,1990,368400,hectares,13300
Queensland,tonnes,Potatoes,1990,121900,hectares,6200
South Australia,tonnes,Potatoes,1990,161300,hectares,5100
Western Australia,tonnes,Potatoes,1990,98700,hectares,2500
Tasmania,tonnes,Potatoes,1990,297500,hectares,6900
Northern Territory,tonnes,Potatoes,1990,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1990,0,hectares,0
New South Wales,tonnes,Barley,1991,822500,hectares,463300
Victoria,tonnes,Barley,1991,650600,hectares,463000
Queensland,tonnes,Barley,1991,360800,hectares,176900
South Australia,tonnes,Barley,1991,1505700,hectares,945000
Western Australia,tonnes,Barley,1991,742200,hectares,497700
Tasmania,tonnes,Barley,1991,26000,hectares,9800
Northern Territory,tonnes,Barley,1991,0,hectares,0
Australian Capital Territory,tonnes,Barley,1991,0,hectares,0
New South Wales,tonnes,Maize,1991,90600,hectares,17800
Victoria,tonnes,Maize,1991,2000,hectares,300
Queensland,tonnes,Maize,1991,94900,hectares,29300
South Australia,tonnes,Maize,1991,0,hectares,0
Western Australia,tonnes,Maize,1991,5400,hectares,900
Tasmania,tonnes,Maize,1991,0,hectares,0
Northern Territory,tonnes,Maize,1991,700,hectares,200
Australian Capital Territory,tonnes,Maize,1991,0,hectares,0
New South Wales,tonnes,Oats,1991,538400,hectares,374300
Victoria,tonnes,Oats,1991,301100,hectares,177100
Queensland,tonnes,Oats,1991,27100,hectares,24200
South Australia,tonnes,Oats,1991,147600,hectares,134600
Western Australia,tonnes,Oats,1991,496800,hectares,324100
Tasmania,tonnes,Oats,1991,18800,hectares,9300
Northern Territory,tonnes,Oats,1991,0,hectares,0
Australian Capital Territory,tonnes,Oats,1991,0,hectares,100
New South Wales,tonnes,Wheat,1991,4127600,hectares,2165800
Victoria,tonnes,Wheat,1991,1493000,hectares,911500
Queensland,tonnes,Wheat,1991,1973200,hectares,1060300
South Australia,tonnes,Wheat,1991,2020800,hectares,1447800
Western Australia,tonnes,Wheat,1991,5449100,hectares,3632200
Tasmania,tonnes,Wheat,1991,2400,hectares,600
Northern Territory,tonnes,Wheat,1991,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1991,0,hectares,0
New South Wales,tonnes,Potatoes,1991,119500,hectares,6000
Victoria,tonnes,Potatoes,1991,376700,hectares,14100
Queensland,tonnes,Potatoes,1991,119000,hectares,5800
South Australia,tonnes,Potatoes,1991,175300,hectares,5400
Western Australia,tonnes,Potatoes,1991,110100,hectares,2900
Tasmania,tonnes,Potatoes,1991,235500,hectares,5700
Northern Territory,tonnes,Potatoes,1991,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1991,0,hectares,0
New South Wales,tonnes,Barley,1992,748700,hectares,517500
Victoria,tonnes,Barley,1992,897900,hectares,533900
Queensland,tonnes,Barley,1992,70100,hectares,127800
South Australia,tonnes,Barley,1992,1881500,hectares,999200
Western Australia,tonnes,Barley,1992,899600,hectares,554500
Tasmania,tonnes,Barley,1992,31800,hectares,11300
Northern Territory,tonnes,Barley,1992,0,hectares,0
Australian Capital Territory,tonnes,Barley,1992,0,hectares,0
New South Wales,tonnes,Maize,1992,119100,hectares,16800
Victoria,tonnes,Maize,1992,3000,hectares,400
Queensland,tonnes,Maize,1992,141200,hectares,33700
South Australia,tonnes,Maize,1992,0,hectares,0
Western Australia,tonnes,Maize,1992,4900,hectares,800
Tasmania,tonnes,Maize,1992,0,hectares,0
Northern Territory,tonnes,Maize,1992,700,hectares,200
Australian Capital Territory,tonnes,Maize,1992,0,hectares,0
New South Wales,tonnes,Oats,1992,578800,hectares,456700
Victoria,tonnes,Oats,1992,300400,hectares,182800
Queensland,tonnes,Oats,1992,5200,hectares,15000
South Australia,tonnes,Oats,1992,172500,hectares,129300
Western Australia,tonnes,Oats,1992,614300,hectares,367200
Tasmania,tonnes,Oats,1992,18600,hectares,9100
Northern Territory,tonnes,Oats,1992,0,hectares,0
Australian Capital Territory,tonnes,Oats,1992,0,hectares,0
New South Wales,tonnes,Wheat,1992,2183000,hectares,1499300
Victoria,tonnes,Wheat,1992,1150400,hectares,664100
Queensland,tonnes,Wheat,1992,343700,hectares,491700
